Date,Year,Temp,ToBottom,ToBottomNum,TowLength,VolConc,VolSubSample,TotalCount,Diameter,Density
7/17/96,1996,17,FALSE,0,10,150,5,232,13,10487
7/17/96,1996,20.5,FALSE,0,9,47,5,146,13,2298
7/17/96,1996,19.5,FALSE,0,8,27,27,0,13,0
7/17/96,1996,17.7,FALSE,0,10,50,50,0,13,0
7/23/96,1996,16.6,FALSE,0,10,150,5,237,13,10713
7/23/96,1996,20,FALSE,0,8,100,5,183,13,6894
7/23/96,1996,16.8,FALSE,0,10,150,5,568,13,25676
7/24/96,1996,17.7,FALSE,0,6,200,5,513,13,51532
7/24/96,1996,15.5,FALSE,0,10,40,5,351,13,4231
7/24/96,1996,21.5,FALSE,0,8,40,5,478,13,7202
7/24/96,1996,22,FALSE,0,4,200,5,105,13,15821
7/24/96,1996,22,FALSE,0,6,150,5,556,13,41889
7/24/96,1996,21.5,FALSE,0,7,200,5,720,13,61994
7/25/96,1996,16.2,FALSE,0,6,100,5,62,13,3114
7/25/96,1996,19.2,FALSE,0,10,30,30,18,13,27
7/25/96,1996,19.2,FALSE,0,3,37,37,2,13,10
7/25/96,1996,18,FALSE,0,10,100,5,102,13,3074
7/25/96,1996,21.5,FALSE,0,8,42,42,0,13,0
7/26/96,1996,21.5,FALSE,0,10,50,50,10,13,15
7/26/96,1996,17.2,FALSE,0,10,50,50,11,13,17
7/26/96,1996,21,FALSE,0,6,38,38,0,13,0
7/30/96,1996,20,FALSE,0,10,35,35,0,13,0
7/30/96,1996,22,FALSE,0,10,35,35,1,13,2
7/31/96,1996,19.5,FALSE,0,8,150,5,211,13,11923
7/31/96,1996,17.8,FALSE,0,10,50,5,284,13,4279
7/31/96,1996,18,FALSE,0,10,100,5,120,13,3616
8/1/96,1996,19.6,FALSE,0,10,150,5,790,13,35711
8/1/96,1996,18.9,FALSE,0,10,150,5,280,13,12657
8/1/96,1996,18.9,FALSE,0,10,150,5,380,13,17177
8/5/96,1996,22,FALSE,0,8,200,5,1245,13,93798
8/5/96,1996,21,FALSE,0,4,32,5,708,13,17069
8/5/96,1996,23,FALSE,0,9,200,5,707,13,47347
8/5/96,1996,22,FALSE,0,9,150,5,833,13,41839
8/6/96,1996,22,FALSE,0,10,43,5,267,13,3460
8/6/96,1996,19.8,FALSE,0,10,50,5,320,13,4822
8/6/96,1996,22,FALSE,0,5,100,5,522,13,31462
8/6/96,1996,22,FALSE,0,10,35,5,223,13,2352
8/7/96,1996,22,FALSE,0,10,50,5,269,13,4053
8/7/96,1996,22,FALSE,0,4,42.5,42.5,13,13,49
8/7/96,1996,23,FALSE,0,8,45,45,3,13,6
8/7/96,1996,20.2,FALSE,0,6,45,5,178,13,4023
8/8/96,1996,19.8,FALSE,0,10,46,46,2,13,3
8/8/96,1996,22.8,FALSE,0,6,50,50,0,13,0
8/8/96,1996,26,FALSE,0,5,200,200,1,13,3
8/12/96,1996,23,FALSE,0,10,32,32,4,13,6
8/12/96,1996,21,FALSE,0,10,38,38,1,13,2
8/12/96,1996,21,FALSE,0,10,37,37,0,13,0
8/14/96,1996,21,FALSE,0,9,150,5,127,13,6379
8/14/96,1996,19.9,FALSE,0,10,45,5,165,13,2238
8/14/96,1996,22,FALSE,0,8,27,27,5,13,9
8/14/96,1996,20,FALSE,0,10,45,5,648,13,8788
8/15/96,1996,21,FALSE,0,10,43,5,188,13,2436
8/15/96,1996,21,FALSE,0,10,44,5,227,13,3010
8/15/96,1996,20,FALSE,0,10,40,5,23,13,277
8/19/96,1996,24.5,FALSE,0,10,100,5,879,13,26489
8/19/96,1996,21.5,FALSE,0,5,30,5,571,13,10325
8/19/96,1996,21.5,FALSE,0,5,41,5,615,13,15198
8/20/96,1996,19,FALSE,0,10,47,5,428,13,6062
8/20/96,1996,21,FALSE,0,7,100,5,1534,13,66041
8/20/96,1996,22,FALSE,0,10,150,5,501,13,22647
8/20/96,1996,21,FALSE,0,6,100,5,40,13,2009
8/22/96,1996,24.5,FALSE,0,9,50,50,1,13,2
8/22/96,1996,20.2,FALSE,0,10,50,50,3,13,5
8/22/96,1996,22,FALSE,0,5,50,50,2,13,6
8/23/96,1996,20.2,FALSE,0,5,100,5,141,13,8498
8/23/96,1996,22,FALSE,0,8,27,5,193,13,1963
8/23/96,1996,21,FALSE,0,3,47,47,7,13,35
8/26/96,1996,20,FALSE,0,10,37,37,21,13,32
8/26/96,1996,22,FALSE,0,8,28,28,2,13,4
8/26/96,1996,20,FALSE,0,10,39,39,13,13,20
8/28/96,1996,19.5,FALSE,0,8,50,5,61,13,1149
8/28/96,1996,22,FALSE,0,8,33,33,7,13,13
8/28/96,1996,19,FALSE,0,10,46,5,185,13,2565
8/28/96,1996,19,FALSE,0,10,43,5,128,13,1659
8/29/96,1996,19,FALSE,0,10,40,5,167,13,2013
8/29/96,1996,22,FALSE,0,9,45,5,16,13,241
8/29/96,1996,19,FALSE,0,10,42,5,560,13,7088
9/3/96,1996,20.8,FALSE,0,4,36,5,622,13,16870
9/3/96,1996,22,FALSE,0,8,39,5,48,13,705
9/3/96,1996,20.3,FALSE,0,6,150,5,820,13,61779
9/3/96,1996,24,FALSE,0,9,150,5,1781,13,89453
9/4/96,1996,19.8,FALSE,0,10,100,5,436,13,13139
9/4/96,1996,19.8,FALSE,0,10,100,5,440,13,13260
9/4/96,1996,22,FALSE,0,8,34,5,223,13,2856
9/4/96,1996,22,FALSE,0,8,35,5,79,13,1042
9/5/96,1996,20.1,FALSE,0,10,38.5,38.5,0,13,0
9/5/96,1996,21.1,FALSE,0,5,34,34,0,13,0
9/5/96,1996,24,FALSE,0,9,42,42,1,13,2
9/6/96,1996,22,FALSE,0,3,200,200,0,13,0
9/6/96,1996,24,FALSE,0,8,37,5,76,13,1059
9/6/96,1996,24,FALSE,0,8,250,250,0,13,0
9/6/96,1996,21,FALSE,0,6,40,5,57,13,1145
9/9/96,1996,20.1,FALSE,0,10,40,40,0,13,0
9/9/96,1996,22,FALSE,0,10,31,31,3,13,5
9/10/96,1996,22,FALSE,0,9,34,5,102,13,1161
9/10/96,1996,19.8,FALSE,0,10,40,5,134,13,1615
9/10/96,1996,19.2,FALSE,0,10,44,5,208,13,2758
9/11/96,1996,21,FALSE,0,10,50,50,126,13,190
9/11/96,1996,20.5,FALSE,0,9,40,40,65,13,109
9/11/96,1996,21,FALSE,0,10,50,5,38,13,573
9/11/96,1996,22,FALSE,0,9,33,33,0,13,0
9/16/96,1996,19.5,FALSE,0,7,29,5,171,13,2135
9/16/96,1996,19.5,FALSE,0,8,30,30,33,13,62
9/16/96,1996,19.8,FALSE,0,10,42.5,42.5,157,13,237
9/16/96,1996,20.8,FALSE,0,7,30,5,336,13,4340
9/16/96,1996,19.5,FALSE,0,7,38,5,51,13,834
9/17/96,1996,20.5,FALSE,0,9,40,5,476,13,6375
9/17/96,1996,20.8,FALSE,0,3,34,5,32,13,1093
9/19/96,1996,19,FALSE,0,8,50,50,2,13,4
9/19/96,1996,20.2,FALSE,0,10,48,48,11,13,17
9/19/96,1996,19.9,FALSE,0,5,38,38,0,13,0
9/20/96,1996,19,FALSE,0,9,34,34,16,13,27
9/20/96,1996,19,FALSE,0,5,34,34,14,13,42
9/20/96,1996,19,FALSE,0,3,50,50,0,13,0
9/23/96,1996,19.2,FALSE,0,10,50,50,0,13,0
9/23/96,1996,18.5,FALSE,0,9,40,40,0,13,0
9/24/96,1996,17.6,FALSE,0,10,35,35,3,13,5
9/24/96,1996,18,FALSE,0,10,45,45,33,13,50
9/24/96,1996,17.6,FALSE,0,10,42,42,6,13,9
9/24/96,1996,17,FALSE,0,9,33,33,6,13,10
9/26/96,1996,16.8,FALSE,0,10,50,50,51,13,77
9/26/96,1996,16.8,FALSE,0,10,37,37,37,13,56
9/26/96,1996,17,FALSE,0,8,32,32,0,13,0
9/26/96,1996,15.5,FALSE,0,8,42,42,77,13,145
9/26/96,1996,16.1,FALSE,0,10,40,40,1,13,2
9/30/96,1996,16.8,FALSE,0,8,40,5,25,13,377
9/30/96,1996,16.8,FALSE,0,8,37,5,35,13,488
9/30/96,1996,15,FALSE,0,8,37,37,63,13,119
9/30/96,1996,17,FALSE,0,9,36,5,947,13,11415
9/30/96,1996,15.6,FALSE,0,3,46,46,22,13,110
9/30/96,1996,15.6,FALSE,0,3,37,37,36,13,181
10/4/96,1996,13.8,FALSE,0,5,36,36,3,13,9
10/4/96,1996,13,FALSE,0,10,30,30,9,13,14
10/4/96,1996,12.2,FALSE,0,3,200,200,0,13,0
10/7/96,1996,14,FALSE,0,10,100,100,4,13,6
10/7/96,1996,14.2,FALSE,0,10,37,37,1,13,2
10/9/96,1996,12.8,FALSE,0,10,42,42,1,13,2
10/9/96,1996,12.5,FALSE,0,8,40,40,4,13,8
10/9/96,1996,12.8,FALSE,0,10,44,44,0,13,0
10/16/96,1996,10.8,FALSE,0,10,45,45,2,13,3
10/16/96,1996,10.5,FALSE,0,7,47,47,0,13,0
10/16/96,1996,8.5,FALSE,0,5,43,43,1,13,3
10/17/96,1996,9.5,FALSE,0,10,37,37,0,13,0
10/18/96,1996,8.9,FALSE,0,10,100,100,0,13,0
10/18/96,1996,9.5,FALSE,0,10,47,47,0,13,0
5/5/97,1997,11.5,FALSE,0,7,30,30,0,13,0
5/5/97,1997,11.5,FALSE,0,7,30,30,0,13,0
5/5/97,1997,7.8,FALSE,0,9,26,26,0,13,0
5/5/97,1997,11,FALSE,0,9,20,20,0,13,0
5/5/97,1997,12.2,FALSE,0,10,30,30,0,13,0
5/8/97,1997,6.5,FALSE,0,10,44,44,0,13,0
5/8/97,1997,6.5,FALSE,0,10,42,42,0,13,0
5/8/97,1997,4,FALSE,0,10,43,43,0,13,0
5/14/97,1997,6,FALSE,0,10,38,38,0,13,0
5/14/97,1997,9,FALSE,0,8,37,37,0,13,0
5/19/97,1997,8,FALSE,0,5,48,48,0,13,0
5/19/97,1997,8.8,FALSE,0,4,34,34,0,13,0
5/19/97,1997,8,FALSE,0,9,43,43,0,13,0
5/19/97,1997,11.5,FALSE,0,8,34,34,0,13,0
5/19/97,1997,8.8,FALSE,0,4,34,34,0,13,0
5/20/97,1997,11,FALSE,0,7,50,50,0,13,0
5/20/97,1997,9.5,FALSE,0,6,47,47,0,13,0
5/22/97,1997,13.1,FALSE,0,4,30,3,21,13,791
5/22/97,1997,12.7,FALSE,0,6,31,31,0,13,0
5/22/97,1997,12,FALSE,0,6,37,37,9,13,23
5/22/97,1997,12,FALSE,0,8,37,37,2,13,4
5/22/97,1997,13,FALSE,0,9,75,3,48,13,2009
5/23/97,1997,7,FALSE,0,10,47,47,0,13,0
5/23/97,1997,7.5,FALSE,0,8,41,41,0,13,0
5/23/97,1997,5.8,FALSE,0,10,47,47,0,13,0
5/27/97,1997,11,FALSE,0,6,30,30,0,13,0
5/27/97,1997,6.5,FALSE,0,10,41,41,0,13,0
5/27/97,1997,6.5,FALSE,0,10,37,37,0,13,0
5/27/97,1997,6.5,FALSE,0,10,41,41,0,13,0
5/28/97,1997,9.2,FALSE,0,10,49,49,0,13,0
5/28/97,1997,7.8,FALSE,0,10,50,50,0,13,0
5/28/97,1997,10.5,FALSE,0,10,46,46,0,13,0
5/28/97,1997,10.5,FALSE,0,8,45,45,0,13,0
5/29/97,1997,12.9,FALSE,0,10,50,50,0,13,0
5/29/97,1997,14,FALSE,0,7,42,42,0,13,0
5/29/97,1997,12,FALSE,0,8,42,42,0,13,0
5/29/97,1997,12.9,FALSE,0,10,50,50,0,13,0
6/2/97,1997,12.5,FALSE,0,8,45,45,0,13,0
6/2/97,1997,15.2,FALSE,0,4,33,33,0,13,0
6/2/97,1997,11.3,FALSE,0,5,47,47,0,13,0
6/2/97,1997,15,FALSE,0,7,42,42,0,13,0
6/3/97,1997,14.5,FALSE,0,6,36,36,0,13,0
6/3/97,1997,12.5,FALSE,0,10,45,45,0,13,0
6/3/97,1997,14.5,FALSE,0,6,36,36,0,13,0
6/3/97,1997,12.7,FALSE,0,10,38,38,0,13,0
6/3/97,1997,12.7,FALSE,0,10,38,38,0,13,0
6/4/97,1997,17,FALSE,0,7,38,38,172,13,370
6/4/97,1997,16.5,FALSE,0,9,35,35,78,13,131
6/4/97,1997,20,FALSE,0,10,50,3,1264,13,31743
6/4/97,1997,17,FALSE,0,9,42,42,40,13,67
6/4/97,1997,16.5,FALSE,0,9,35,35,85,13,142
6/4/97,1997,17,FALSE,0,7,34,34,181,13,390
6/4/97,1997,18.2,FALSE,0,4,100,3,916,13,115019
6/5/97,1997,16.4,FALSE,0,10,47,47,0,13,0
6/5/97,1997,14.2,FALSE,0,10,44,44,1,13,2
6/5/97,1997,16.5,TRUE,1,10,35,35,14,13,21
6/5/97,1997,11.7,TRUE,1,9,44,44,52,13,87
6/6/97,1997,14,FALSE,0,10,45,45,0,13,0
6/6/97,1997,16,FALSE,0,10,47,47,0,13,0
6/9/97,1997,17.5,FALSE,0,9,50,50,1,13,2
6/9/97,1997,15.1,FALSE,0,10,75,75,0,13,0
6/9/97,1997,18,FALSE,0,10,50,50,0,13,0
6/9/97,1997,18,FALSE,0,10,47,47,0,13,0
6/9/97,1997,15.8,FALSE,0,10,42,42,0,13,0
6/10/97,1997,19,FALSE,0,8,38,38,35,13,66
6/10/97,1997,20,FALSE,0,7,44,44,67,13,144
6/10/97,1997,16.5,FALSE,0,10,75,75,128,13,193
6/11/97,1997,16.1,FALSE,0,10,37,37,1,13,2
6/11/97,1997,22,TRUE,1,10,42.5,42.5,1,13,2
6/11/97,1997,19.8,FALSE,0,6,45,45,0,13,0
6/17/97,1997,16.5,FALSE,0,6,45,45,49,13,123
6/17/97,1997,17.7,FALSE,0,10,50,50,33,13,50
6/18/97,1997,17.5,FALSE,0,9,120,3,87,13,5826
6/18/97,1997,17.5,FALSE,0,9,100,3,79,13,4409
6/18/97,1997,19.7,FALSE,0,10,200,3,1679,13,168660
6/18/97,1997,19.8,FALSE,0,4,200,3,68,13,17077
6/18/97,1997,19.8,FALSE,0,4,200,3,82,13,20593
6/18/97,1997,18.1,FALSE,0,9,32,3,1311,13,23412
6/18/97,1997,17.5,FALSE,0,9,46,3,760,13,19510
6/19/97,1997,16.7,FALSE,0,10,44,44,12,13,18
6/19/97,1997,14.8,TRUE,1,9,42,3,12,13,281
6/19/97,1997,16.7,FALSE,0,10,41,41,5,13,8
6/19/97,1997,16.5,FALSE,0,10,46,46,17,13,26
6/19/97,1997,18.5,TRUE,1,9,45,45,1,13,2
6/20/97,1997,20.5,FALSE,0,9,43,43,31,13,52
6/20/97,1997,20.5,FALSE,0,8,40,47,0,13,0
6/20/97,1997,20.5,FALSE,0,8,40,40,0,13,0
6/20/97,1997,18.8,FALSE,0,6,34,34,0,13,0
6/24/97,1997,18,FALSE,0,10,37,37,233,13,351
6/24/97,1997,17.2,FALSE,0,10,47,3,17,13,401
6/24/97,1997,17,FALSE,0,9,50,3,161,13,4492
6/24/97,1997,15.2,FALSE,0,10,50,3,7,13,176
6/24/97,1997,16,TRUE,1,9,45,45,12,13,20
6/27/97,1997,18.5,FALSE,0,8,46,3,387,13,11177
6/27/97,1997,17.2,FALSE,0,10,50,3,254,13,6379
6/27/97,1997,18.7,FALSE,0,9,50,3,390,13,10882
6/30/97,1997,21.1,FALSE,0,10,43,43,30,13,45
6/30/97,1997,21.1,FALSE,0,10,32,32,40,13,60
6/30/97,1997,22.5,FALSE,0,9,40,40,18,13,30
6/30/97,1997,19.2,FALSE,0,10,38,38,1,13,2
7/2/97,1997,22.5,FALSE,0,7,150,3,581,13,62532
7/2/97,1997,22.5,FALSE,0,8,150,3,487,13,45863
7/2/97,1997,26,FALSE,0,10,150,3,254,13,19136
7/2/97,1997,24.2,FALSE,0,2,150,3,368,13,138625
7/2/97,1997,23.2,FALSE,0,8,150,3,168,13,15821
7/7/97,1997,19.7,TRUE,1,10,150,3,245,13,18458
7/7/97,1997,20,TRUE,1,8,42,42,147,13,277
7/7/97,1997,18.8,FALSE,0,10,200,3,583,13,58564
7/7/97,1997,18.5,FALSE,0,10,150,3,760,13,57258
7/8/97,1997,21.4,FALSE,0,3,44,44,0,13,0
7/8/97,1997,22.5,FALSE,0,8,37,37,54,13,102
7/8/97,1997,20.5,FALSE,0,5,150,3,665,13,100202
7/8/97,1997,20.5,FALSE,0,5,150,3,681,13,102613
7/8/97,1997,25,FALSE,0,8,50,50,4,13,8
7/8/97,1997,21,TRUE,1,7,35,3,12,13,301
7/8/97,1997,21,TRUE,1,7,150,3,7,13,753
7/8/97,1997,22,FALSE,0,6,45,45,18,13,45
7/10/97,1997,19.2,FALSE,0,10,45,45,0,13,0
7/10/97,1997,21,FALSE,0,10,42,42,24,13,36
7/10/97,1997,19.2,FALSE,0,10,50,50,0,13,0
7/10/97,1997,20,FALSE,0,10,40,40,19,13,29
7/11/97,1997,18.9,FALSE,0,10,150,3,267,13,20116
7/11/97,1997,19.6,TRUE,1,8,45,3,16,13,452
7/11/97,1997,20.6,TRUE,1,9,150,3,479,13,40097
7/11/97,1997,18.7,FALSE,0,10,150,3,673,13,50704
7/11/97,1997,18,FALSE,0,10,150,3,226,13,17027
7/17/97,1997,23,FALSE,0,6,200,3,422,13,70652
7/17/97,1997,24.8,FALSE,0,8,150,3,590,13,55563
7/17/97,1997,23.5,FALSE,0,6,200,3,808,13,135277
7/17/97,1997,23.2,FALSE,0,8,200,3,56,13,7032
7/17/97,1997,24.8,FALSE,0,8,150,3,532,13,50101
7/17/97,1997,23.1,FALSE,0,3,150,3,188,13,47213
7/18/97,1997,22.6,FALSE,0,8,100,3,326,13,20467
7/18/97,1997,21.7,FALSE,0,10,100,3,63,13,3164
7/18/97,1997,22.2,FALSE,0,7,36,3,481,13,12425
7/21/97,1997,18.2,FALSE,0,10,100,3,682,13,34254
7/21/97,1997,21.5,TRUE,1,8,52,52,15,13,28
7/21/97,1997,18.5,FALSE,0,10,32,3,359,13,5770
7/21/97,1997,18.5,TRUE,1,10,42,3,479,13,10105
7/23/97,1997,21.8,FALSE,0,3,34,34,30,13,151
7/23/97,1997,20,FALSE,0,7,40,40,52,13,112
7/23/97,1997,18.8,FALSE,0,5,100,3,239,13,24008
7/23/97,1997,18.8,FALSE,0,5,100,3,249,13,25013
7/23/97,1997,18.8,FALSE,0,5,100,3,243,13,24410
7/23/97,1997,20.5,TRUE,1,9,150,3,448,13,37502
7/24/97,1997,22,FALSE,0,8,39,39,1,13,2
7/24/97,1997,20.8,FALSE,0,5,32,32,0,13,0
7/24/97,1997,20.2,FALSE,0,10,41,41,0,13,0
7/28/97,1997,21.5,FALSE,0,10,40,40,0,13,0
7/28/97,1997,20.8,FALSE,0,10,28,28,0,13,0
7/30/97,1997,18,FALSE,0,10,150,3,186,13,14013
7/30/97,1997,20.2,FALSE,0,8,150,3,100,13,9417
7/30/97,1997,19.6,TRUE,1,10,37,3,14,13,260
7/30/97,1997,20.8,FALSE,0,10,150,3,291,13,21924
7/30/97,1997,22,FALSE,0,10,150,3,248,13,18684
7/31/97,1997,21.8,FALSE,0,10,150,3,106,13,7986
7/31/97,1997,20.8,FALSE,0,7,150,3,61,13,6565
7/31/97,1997,22.7,TRUE,1,7,150,3,23,13,2475
8/1/97,1997,22.2,FALSE,0,8,300,3,1676,13,315673
8/1/97,1997,23.5,FALSE,0,5,200,3,44,13,8840
8/1/97,1997,22.8,FALSE,0,8,100,3,465,13,29194
8/1/97,1997,22.8,FALSE,0,8,200,3,483,13,60648
8/1/97,1997,23.3,FALSE,0,9,300,3,2661,13,445509
8/4/97,1997,21.2,TRUE,1,7,46,3,5,13,165
8/4/97,1997,20.6,FALSE,0,10,40,3,223,13,4480
8/4/97,1997,22,FALSE,0,10,50,3,196,13,4922
8/5/97,1997,20.6,FALSE,0,6,37,3,485,13,15022
8/5/97,1997,20.9,FALSE,0,7,40,40,0,13,0
8/5/97,1997,20.8,FALSE,0,3,50,50,6,13,30
8/5/97,1997,21,TRUE,1,7,45,3,142,13,4585
8/5/97,1997,21,TRUE,1,7,46,3,139,13,4588
8/7/97,1997,21.1,FALSE,0,10,45,45,19,13,29
8/7/97,1997,19.7,FALSE,0,8,44,44,72,13,136
8/7/97,1997,21.1,FALSE,0,6,34,34,0,13,0
8/11/97,1997,22.2,FALSE,0,10,33,33,0,13,0
8/11/97,1997,22.4,FALSE,0,10,35,35,3,13,5
8/11/97,1997,22.2,FALSE,0,10,33,33,0,13,0
8/12/97,1997,20.1,FALSE,0,10,100,3,184,13,9242
8/12/97,1997,20.8,FALSE,0,10,150,3,387,13,29156
8/12/97,1997,20.8,FALSE,0,10,100,3,311,13,15620
8/12/97,1997,20.8,FALSE,0,10,100,3,335,13,16826
8/12/97,1997,20.5,TRUE,1,10,42,3,69,13,1456
8/12/97,1997,21.2,FALSE,0,10,150,3,81,13,6103
8/18/97,1997,21.8,FALSE,0,8,150,3,638,13,60083
8/18/97,1997,22.6,FALSE,0,4,47,3,13,13,767
8/18/97,1997,21.8,FALSE,0,8,200,3,499,13,62658
8/18/97,1997,18.9,FALSE,0,8,150,3,21,13,1978
8/18/97,1997,18.9,FALSE,0,10,33,3,59,13,978
8/18/97,1997,22.7,FALSE,0,9,200,3,534,13,59602
8/19/97,1997,19.8,FALSE,0,8,100,3,16,13,1005
8/19/97,1997,18.7,FALSE,0,8,42,3,106,13,2795
8/19/97,1997,20.2,FALSE,0,10,150,3,301,13,22677
8/20/97,1997,20.4,FALSE,0,10,44,3,388,13,8575
8/20/97,1997,21.4,TRUE,1,9,42,42,95,13,159
8/20/97,1997,20.4,FALSE,0,10,37,3,378,13,7025
8/20/97,1997,20.2,FALSE,0,10,100,3,420,13,21095
8/20/97,1997,22,TRUE,1,10,43,3,99,13,2138
8/25/97,1997,19.3,FALSE,0,3,47,47,0,13,0
8/25/97,1997,19.7,FALSE,0,5,42,3,204,13,8607
8/25/97,1997,19.7,FALSE,0,5,49,3,204,13,10041
8/25/97,1997,19.5,TRUE,1,11,26,3,22,13,261
8/25/97,1997,20.2,FALSE,0,7,49,49,4,13,9
8/25/97,1997,19.7,FALSE,0,5,42,3,204,13,8607
8/26/97,1997,22,FALSE,0,5,39,39,4,13,12
8/26/97,1997,21.2,FALSE,0,10,48,48,0,13,0
8/26/97,1997,22.6,FALSE,0,4,42,42,0,13,0
9/2/97,1997,20.7,FALSE,0,10,50,50,0,13,0
9/2/97,1997,21.2,FALSE,0,10,40,40,0,13,0
9/4/97,1997,19.4,FALSE,0,10,50,3,48,13,1205
9/4/97,1997,20.2,FALSE,0,9,50,3,94,13,2623
9/4/97,1997,19.4,FALSE,0,10,50,3,19,13,477
9/4/97,1997,19.3,FALSE,0,9,44,3,34,13,835
9/4/97,1997,20.2,FALSE,0,9,50,3,79,13,2204
9/4/97,1997,20.2,FALSE,0,9,100,3,340,13,18974
9/4/97,1997,20.8,FALSE,0,4,38,3,146,13,6966
9/4/97,1997,20.8,FALSE,0,4,38,3,171,13,8159
9/8/97,1997,17.2,TRUE,1,9,36,3,36,13,723
9/8/97,1997,18,FALSE,0,10,47,3,28,13,661
9/8/97,1997,16.5,TRUE,1,8,49,3,12,13,369
9/8/97,1997,17.2,FALSE,0,10,43,3,56,13,1209
9/8/97,1997,16.7,FALSE,0,10,50,3,51,13,1281
9/8/97,1997,18,FALSE,0,10,45,3,28,13,633
9/8/97,1997,17.2,TRUE,1,9,35,3,41,13,801
9/9/97,1997,17,TRUE,1,10,42,42,13,13,20
9/9/97,1997,19.1,FALSE,0,7,50,50,0,13,0
9/9/97,1997,19,FALSE,0,3,40,40,0,13,0
9/9/97,1997,18.2,FALSE,0,5,42,3,17,13,717
9/11/97,1997,17.8,FALSE,0,7,40,3,8,13,230
9/11/97,1997,16.7,FALSE,0,10,47,3,39,13,921
9/11/97,1997,17.5,FALSE,0,10,46,3,15,13,347
9/11/97,1997,17.5,FALSE,0,10,46,3,9,13,208
9/15/97,1997,18.8,FALSE,0,9,47,47,0,13,0
9/15/97,1997,18.8,FALSE,0,9,47,47,0,13,0
9/15/97,1997,19.2,FALSE,0,10,50,3,81,13,2034
9/15/97,1997,19.2,FALSE,0,10,46,3,48,13,1109
9/16/97,1997,19.7,FALSE,0,6,45,45,0,13,0
9/16/97,1997,20,FALSE,0,5,50,50,0,13,0
9/16/97,1997,19.2,FALSE,0,10,46,46,0,13,0
9/18/97,1997,18,FALSE,0,10,50,50,0,13,0
9/18/97,1997,19,FALSE,0,10,37,37,0,13,0
9/19/97,1997,20,FALSE,0,10,43,3,14,13,302
9/19/97,1997,18.3,TRUE,1,8,44,3,68,13,1878
9/19/97,1997,19,FALSE,0,9,47,3,41,13,1075
9/19/97,1997,20,FALSE,0,10,41,3,32,13,659
9/19/97,1997,20,FALSE,0,4,49,3,43,13,2646
9/19/97,1997,20,FALSE,0,4,36,3,59,13,2667
9/19/97,1997,18.3,TRUE,1,10,35,3,110,13,1934
9/19/97,1997,18.3,TRUE,1,10,34,3,119,13,2032
9/19/97,1997,19,FALSE,0,9,46,3,41,13,1053
9/19/97,1997,18.3,FALSE,0,8,40,3,32,13,804
9/29/97,1997,14.5,FALSE,0,10,45,45,30,13,45
9/29/97,1997,13.3,FALSE,0,6,46,46,1,13,3
9/29/97,1997,13.5,FALSE,0,6,32,32,0,13,0
9/29/97,1997,14.5,FALSE,0,10,45,45,23,13,35
9/29/97,1997,13.5,FALSE,0,6,32,32,1,13,3
10/1/97,1997,12.2,FALSE,0,3,40,40,0,13,0
10/1/97,1997,13,FALSE,0,5,38,38,16,13,48
10/2/97,1997,13.2,FALSE,0,10,36,36,0,13,0
10/2/97,1997,12.6,TRUE,1,9,45,45,1,13,2
10/2/97,1997,12,TRUE,1,8,43,43,1,13,2
10/2/97,1997,13.2,FALSE,0,10,43,43,0,13,0
10/2/97,1997,13.2,FALSE,0,10,43,43,0,13,0
10/6/97,1997,13.8,FALSE,0,5,43,43,0,13,0
10/6/97,1997,13.8,FALSE,0,10,45,45,0,13,0
10/7/97,1997,14.1,FALSE,0,10,45,45,1,13,2
10/7/97,1997,14,FALSE,0,10,45,45,0,13,0
10/7/97,1997,12.7,TRUE,1,10,37,37,0,13,0
10/7/97,1997,12.9,TRUE,1,9,46,46,1,13,2
10/8/97,1997,14.8,FALSE,0,3,41,41,6,13,30
10/8/97,1997,13.1,FALSE,0,10,45,45,1,13,2
10/8/97,1997,14.2,FALSE,0,8,35,35,79,13,149
10/8/97,1997,14.2,FALSE,0,8,50,50,55,13,104
10/8/97,1997,14.8,FALSE,0,3,40,40,2,13,10
10/8/97,1997,14.8,FALSE,0,3,40,46,1,13,4
10/8/97,1997,13.5,TRUE,1,10,46,46,2,13,3
10/8/97,1997,14.1,FALSE,0,9,37,37,102,13,171
10/8/97,1997,14.1,FALSE,0,9,45,45,123,13,206
10/9/97,1997,13.3,TRUE,1,10,47,47,0,13,0
10/9/97,1997,14,FALSE,0,10,44,44,0,13,0
4/29/98,1998,10.8,FALSE,0,8,40,40,0,13,0
4/29/98,1998,9.1,FALSE,0,10,45,45,0,13,0
4/29/98,1998,11.4,FALSE,0,8,34,34,0,13,0
4/29/98,1998,10,FALSE,0,5,41,41,0,13,0
4/30/98,1998,7.2,FALSE,0,6,50,50,0,13,0
4/30/98,1998,5.1,FALSE,0,6,48,48,0,13,0
4/30/98,1998,7.5,TRUE,1,10,48,48,0,13,0
4/30/98,1998,9,FALSE,0,3,43,43,0,13,0
5/5/98,1998,9,FALSE,0,10,45,45,0,13,0
5/5/98,1998,9,FALSE,0,10,45,45,0,13,0
5/5/98,1998,9,FALSE,0,10,50,50,0,13,0
5/5/98,1998,11.7,FALSE,0,8,40,40,0,13,0
5/11/98,1998,12.6,FALSE,0,9,47,47,0,13,0
5/11/98,1998,8.7,FALSE,0,10,48,48,0,13,0
